id,url,zpid,address,city,state,zipcode,asking_price,beds_baths,year_built,name,phone_number,agent_name,created_at,updated_at
35,https://www.zillow.com/apartments/chicago-il/ivy-park-homes/9VVw/,2066696519,"9119 S Stewart Ave,  Chicago,  IL 60620",,,,,,,Ivy Park Homes LLC,(630) 884-5565,Leasing Agent,2025-11-28 17:30:11.489325+00,2025-11-28 17:33:08.272132+00
36,https://www.zillow.com/homedetails/3745-S-Lake-Park-Ave-2-Chicago-IL-60653/344682998_zpid/,344682998,,,,,"$3,375",3 Beds 2 Baths,,,(872) 222-9740,KASEY,2025-11-28 17:30:12.108697+00,2025-11-28 17:37:59.245702+00
37,https://www.zillow.com/homedetails/7428-N-Rogers-Ave-1W-Chicago-IL-60626/456887913_zpid/,456887913,,,,,"$3,350",4 Beds 3 Baths,,,(312) 945-0607,Marika Kakhiani,2025-11-28 17:30:12.445359+00,2025-11-28 17:38:00.054509+00
38,https://www.zillow.com/homedetails/4051-W-Melrose-St-UNIT-3-Chicago-IL-60641/2079864216_zpid/,2079864216,,,,,"$3,350",3 Beds 1 Baths,1925,Affordable Housing,(847) 571-2787,Affordable Housing,2025-11-28 17:30:12.581884+00,2025-11-28 17:37:59.888262+00
39,https://www.zillow.com/homedetails/5120-N-Kenmore-Ave-APT-1S-Chicago-IL-60640/2098288478_zpid/,2098288478,,,,,"$3,350",5 Beds 3 Baths,,Exit Strategy Realty,(410) 999-7766,Caroline Crawford,2025-11-28 17:30:12.89747+00,2025-11-28 17:38:00.342362+00
40,https://www.zillow.com/homedetails/1635-W-Barry-Ave-PENTHOUSE-Chicago-IL-60657/2062461733_zpid/,2062461733,,,,,"$3,300",2 Beds 1 Baths,,,,Derek B,2025-11-28 17:30:13.616163+00,2025-11-28 17:38:00.589999+00
41,https://www.zillow.com/homedetails/1024-W-Ainslie-St-APT-1-Chicago-IL-60640/440358869_zpid/,440358869,,,,,"$3,300",4 Beds 2 Baths,,,(312) 423-7934,Anastasiia Lytvyn,2025-11-28 17:30:14.13439+00,2025-11-28 17:38:00.833387+00
42,https://www.zillow.com/homedetails/900-N-Lake-Shore-Dr-APT-1003-Chicago-IL-60611/3849479_zpid/,3849479,,,,,"$3,300",2 Beds 4 Baths,,Compass,(312) 319-1168,Melanie Everett,2025-11-28 17:30:15.000957+00,2025-11-28 17:38:02.444859+00
43,https://www.zillow.com/homedetails/416-N-Ada-St-APT-1-Chicago-IL-60642/80846930_zpid/,80846930,,,,,"$3,300",3 Beds 2 Baths,,Baird & Warner Realty,(773) 294-9048,James Barclay,2025-11-28 17:30:15.268097+00,2025-11-28 17:38:02.058359+00
44,https://www.zillow.com/homedetails/2738-N-Spaulding-Ave-L05M-Chicago-IL-60647/458294811_zpid/,458294811,,,,,"$3,295",3 Beds 2 Baths,,,(773) 329-3333,Larissa Milaneze,2025-11-28 17:30:15.839182+00,2025-11-28 17:38:02.689504+00
45,https://www.zillow.com/homedetails/4541-S-Forrestville-Ave-APT-1-Chicago-IL-60653/455146224_zpid/,455146224,,,,,"$3,300",3 Beds 3 Baths,,INproperties,(312) 477-0461,Jim Hourican,2025-11-28 17:30:16.222409+00,2025-11-28 17:38:01.902206+00
46,https://www.zillow.com/homedetails/3725-N-Fremont-St-2-Chicago-IL-60613/2079000640_zpid/,2079000640,,,,,"$3,295",2 Beds 1 Baths,,"Chicago Apartment Place, Inc.",(872) 304-5674,"Chicago Apartment Place,Inc",2025-11-28 17:30:16.376154+00,2025-11-28 17:38:03.09965+00
47,https://www.zillow.com/homedetails/1303-W-Roscoe-St-APT-3-Chicago-IL-60657/350256570_zpid/,350256570,,,,,"$3,295",2 Beds 2 Baths,,Central City Management,(312) 944-7205,Shawn,2025-11-28 17:30:16.611169+00,2025-11-28 17:38:06.433593+00
48,https://www.zillow.com/apartments/chicago-il/652-w.-gordon-terrace/9RyNRn/,450800781,"652 W Gordon Ter,  Chicago,  IL 60613",,,,,,,,(217) 669-4095,Leasing Agent,2025-11-28 17:30:17.187413+00,2025-11-28 17:38:05.061775+00
49,https://www.zillow.com/homedetails/4849-N-Seeley-Ave-2-Chicago-IL-60625/2102327400_zpid/,2102327400,,,,,"$3,275",3 Beds 1 Baths,,Urban Abodes INC,(224) 322-5494,Aleksandra Chad,2025-11-28 17:30:17.433626+00,2025-11-28 17:38:03.726975+00
50,https://www.zillow.com/homedetails/2457-N-Orchard-St-1-Chicago-IL-60614/2095541827_zpid/,2095541827,,,,,"$3,250",2 Beds 1 Baths,,,(312) 671-8842,Jack Wall,2025-11-28 17:30:17.909488+00,2025-11-28 17:38:06.242163+00
51,https://www.zillow.com/homedetails/3710-S-Normal-Ave-UNIT-1-Chicago-IL-60609/89914898_zpid/,89914898,,,,,"$3,200",3 Beds 3 Baths,,,,Lizette Jimenez,2025-11-28 17:30:18.261182+00,2025-11-28 17:38:05.716499+00
52,https://www.zillow.com/homedetails/4844-S-Evans-Ave-1-Chicago-IL-60615/456257368_zpid/,456257368,,,,,"$3,200",4 Beds 4 Baths,,,(773) 988-3799,Houston Washington,2025-11-28 17:30:18.805489+00,2025-11-28 17:38:05.406315+00
53,https://www.zillow.com/homedetails/5100-S-Greenwood-Ave-2-Chicago-IL-60615/2087847583_zpid/,2087847583,,,,,"$3,200",4 Beds 3 Baths,,,(773) 316-1194,Curtis,2025-11-28 17:30:19.065+00,2025-11-28 17:38:05.542642+00
54,https://www.zillow.com/homedetails/933-E-48th-St-2-Chicago-IL-60615/456174271_zpid/,456174271,,,,,"$3,200",3 Beds 2 Baths,,,(773) 316-1194,Curtis,2025-11-28 17:30:19.200868+00,2025-11-28 17:38:05.226574+00
55,https://www.zillow.com/homedetails/2952-N-Ridgeway-Ave-UNIT-1-Chicago-IL-60618/456869708_zpid/,456869708,,,,,"$3,200",4 Beds 3 Baths,,,,Veronica,2025-11-28 17:30:19.474599+00,2025-11-28 17:38:06.793329+00
56,https://www.zillow.com/homedetails/5455-N-Sheridan-Rd-APT-3906-Chicago-IL-60640/3700039_zpid/,3700039,,,,,"$3,200",2 Beds 1 Baths,,,(773) 226-2073,Leo Sanchez,2025-11-28 17:30:19.74278+00,2025-11-28 17:38:06.57689+00
57,https://www.zillow.com/homedetails/1460-W-Foster-Ave-1-Chicago-IL-60640/451116951_zpid/,451116951,,,,,"$3,200",2 Beds 1 Baths,,,(773) 562-0031,Staci Prince,2025-11-28 17:30:19.911487+00,2025-11-28 17:38:06.039498+00
58,https://www.zillow.com/homedetails/3853-W-86th-Pl-1-Chicago-IL-60652/458573971_zpid/,458573971,,,,,"$3,200",3 Beds 2 Baths,,,(312) 841-5129,Rolando Herrera,2025-11-28 17:30:20.190101+00,2025-11-28 17:38:23.824484+00
59,https://www.zillow.com/homedetails/828-W-Buckingham-Pl-2-Chicago-IL-60657/70461068_zpid/,70461068,,,,,"$3,195",2 Beds 1 Baths,,,,Rourke Pattullo,2025-11-28 17:30:20.68963+00,2025-11-28 17:38:07.441625+00
60,https://www.zillow.com/homedetails/3759-N-Damen-Ave-2F-Chicago-IL-60618/458613357_zpid/,458613357,,,,,"$3,190",3 Beds 1 Baths,,,(773) 295-6563,George Samar,2025-11-28 17:30:20.959761+00,2025-11-28 17:38:07.657451+00
61,https://www.zillow.com/homedetails/5411-N-Moody-Ave-Chicago-IL-60630/3633128_zpid/,3633128,,,,,"$3,200",4 Beds 2 Baths,,,(773) 542-3669,Ben Sriaroon,2025-11-28 17:30:21.63625+00,2025-11-28 17:38:07.188519+00
62,https://www.zillow.com/homedetails/5206-N-McVicker-Ave-Chicago-IL-60630/3633611_zpid/,3633611,,,,,"$3,150",3 Beds 2 Baths,,,(847) 814-8928,Max,2025-11-28 17:30:21.910149+00,2025-11-28 17:38:09.000537+00
63,https://www.zillow.com/homedetails/230-W-Division-St-APT-1307-Chicago-IL-60610/70464218_zpid/,70464218,,,,,"$3,200",2 Beds 2 Baths,2004,CL3 Property Management,(773) 227-2388,Romeu Campos,2025-11-28 17:30:22.052938+00,2025-11-28 17:38:06.944762+00
64,https://www.zillow.com/homedetails/1448-W-Fillmore-St-2-Chicago-IL-60607/2122364321_zpid/,2122364321,,,,,"$3,100",4 Beds 2 Baths,,,(872) 253-8330,Madan,2025-11-28 17:30:22.408704+00,2025-11-28 17:38:09.758721+00
65,https://www.zillow.com/homedetails/3900-S-Lake-Park-Ave-2-Chicago-IL-60653/457486874_zpid/,457486874,,,,,"$3,150",3 Beds 2 Baths,2025,North Clybourn Group,(872) 224-4128,Alexander Pudinoff,2025-11-28 17:30:22.541206+00,2025-11-28 17:38:07.924959+00
66,https://www.zillow.com/homedetails/873-N-Larrabee-St-APT-201-Chicago-IL-60610/87699423_zpid/,87699423,,,,,"$3,100",2 Beds 2 Baths,,,(312) 618-2956,Michael Lyvers,2025-11-28 17:30:22.697911+00,2025-11-28 17:38:10.176834+00
67,https://www.zillow.com/homedetails/9757-S-Avenue-M-1-Chicago-IL-60617/458414198_zpid/,458414198,,,,,"$3,100",5 Beds 2 Baths,1900,Marblestone Property Group,(312) 488-1475,Let Hub,2025-11-28 17:30:22.9398+00,2025-11-28 17:38:10.651648+00
68,https://www.zillow.com/homedetails/2800-N-Lake-Shore-Dr-APT-1410-Chicago-IL-60657/3723479_zpid/,3723479,,,,,"$3,100",1 Beds 1 Baths,,,(920) 918-9566,Liz Jones,2025-11-28 17:30:23.628146+00,2025-11-28 17:38:10.328686+00
69,https://www.zillow.com/homedetails/3351-W-Crystal-St-1-Chicago-IL-60651/2084512399_zpid/,2084512399,,,,,"$3,095",4 Beds 2 Baths,,,(779) 210-6216,Paul Sloan,2025-11-28 17:30:24.471323+00,2025-11-28 17:38:10.796925+00
70,https://www.zillow.com/homedetails/5301-N-Damen-Ave-3-Chicago-IL-60640/447668084_zpid/,447668084,,,,,"$1,995",2 Beds 1 Baths,,,(708) 905-4272,Leasing Agent,2025-11-28 17:30:24.831057+00,2025-11-28 17:38:11.634603+00
71,https://www.zillow.com/homedetails/3853-W-Palmer-St-2-Chicago-IL-60647/2062508773_zpid/,2062508773,,,,,"$1,995",2 Beds 1 Baths,,Fulton Grace Realty,(815) 551-2891,Reid Sheaffer,2025-11-28 17:30:25.323866+00,2025-11-28 17:38:12.76478+00
72,https://www.zillow.com/apartments/chicago-il/k-square/CgJ9mp/,3742353,"1749 N Wells St,  Chicago,  IL 60614",,,,,,,Peak Properties,(312) 584-3595,Leasing Agent,2025-11-28 17:30:25.466578+00,2025-11-28 17:38:12.387053+00
73,https://www.zillow.com/homedetails/5629-N-Wayne-Ave-APT-1-Chicago-IL-60660/2097666374_zpid/,2097666374,,,,,"$1,995",2 Beds 2 Baths,,,(217) 669-4095,Harbor Property Managment,2025-11-28 17:30:25.732891+00,2025-11-28 17:33:14.43653+00
74,https://www.zillow.com/homedetails/3308-S-Hoyne-Ave-1F-Chicago-IL-60608/458581845_zpid/,458581845,,,,,"$1,995",3 Beds 2 Baths,,,(708) 773-6885,Thalia Almazan,2025-11-28 17:30:26.020434+00,2025-11-28 17:38:12.598499+00
75,https://www.zillow.com/homedetails/1634-N-Whipple-St-G-Chicago-IL-60647/457693847_zpid/,457693847,,,,,"$1,995",3 Beds 2 Baths,,,(773) 564-0851,Fort Dearborn Management,2025-11-28 17:30:26.174911+00,2025-11-28 17:38:12.250841+00
76,https://www.zillow.com/homedetails/3049-W-Leland-Ave-Chicago-IL-60625/2098945963_zpid/,2098945963,,,,,"$1,995",2 Beds 1 Baths,,,(773) 615-0655,Laura,2025-11-28 17:30:26.422978+00,2025-11-28 17:38:13.067102+00
77,https://www.zillow.com/homedetails/736-N-Homan-Ave-2-Chicago-IL-60624/457334867_zpid/,457334867,,,,,"$1,990",3 Beds 2 Baths,,,(773) 232-4067,Dean B.,2025-11-28 17:30:27.032376+00,2025-11-28 17:38:13.60437+00
78,https://www.zillow.com/homedetails/3033-W-Belmont-Ave-UNIT-2-Chicago-IL-60618/458595962_zpid/,458595962,,,,,"$1,995",2 Beds 1 Baths,,,(727) 421-2898,Briar Lepper,2025-11-28 17:30:27.512992+00,2025-11-28 17:38:12.933682+00
79,https://www.zillow.com/homedetails/1017-W-Cullerton-St-1-Chicago-IL-60608/458176115_zpid/,458176115,,,,,"$1,980",2 Beds 1 Baths,,The Apartment Source,(630) 750-6090,Chris Jinks,2025-11-28 17:30:27.661104+00,2025-11-28 17:38:15.039725+00
80,https://www.zillow.com/homedetails/Chicago-IL-60640/441735357_zpid/,441735357,,,,,"$1,977",1 Beds 1 Baths,,Compass,(224) 408-0084,Aaron Weinstein,2025-11-28 17:30:27.908571+00,2025-11-28 17:38:14.027101+00
81,https://www.zillow.com/homedetails/744-N-Hoyne-Ave-1-Chicago-IL-60612/2070124858_zpid/,2070124858,,,,,"$1,975",2 Beds 1 Baths,,,(773) 207-4787,Kyle Dierkens,2025-11-28 17:30:28.674432+00,2025-11-28 17:38:14.760041+00
82,https://www.zillow.com/homedetails/6443-N-Leavitt-St-1-Chicago-IL-60645/440994023_zpid/,440994023,,,,,"$1,975",3 Beds 1 Baths,,Guidance Realty,(872) 301-7838,Syed,2025-11-28 17:30:28.826399+00,2025-11-28 17:38:14.414061+00
83,https://www.zillow.com/homedetails/6655-W-Hayes-Ave-2-Chicago-IL-60631/2084158851_zpid/,2084158851,,,,,"$1,975",3 Beds 1 Baths,,Cunningham Realty,(773) 802-8205,Karen,2025-11-28 17:30:29.156651+00,2025-11-28 17:38:15.346225+00
84,https://www.zillow.com/homedetails/1628-N-Central-Park-Ave-1-Chicago-IL-60647/2076823524_zpid/,2076823524,,,,,"$1,975",3 Beds 1 Baths,,,(773) 814-1557,Soraida,2025-11-28 17:30:29.401105+00,2025-11-28 17:38:16.542354+00
85,https://www.zillow.com/homedetails/1244-W-97th-Pl-Chicago-IL-60643/458269982_zpid/,458269982,,,,,"$1,950",4 Beds 1 Baths,,,(773) 680-6863,DH Property Group LLC,2025-11-28 17:30:30.126973+00,2025-11-28 17:38:17.547366+00
86,https://www.zillow.com/homedetails/1624-W-Rascher-Ave-Chicago-IL-60640/2054499726_zpid/,2054499726,,,,,"$1,975",1 Beds 1 Baths,,,(716) 830-4522,Marcy Safyer,2025-11-28 17:30:30.36395+00,2025-11-28 17:38:15.831669+00
87,https://www.zillow.com/homedetails/13271-S-Eberhart-Ave-Chicago-IL-60827/4165777_zpid/,4165777,,,,,"$1,975",3 Beds 1 Baths,,,(708) 290-7305,Janet Bell,2025-11-28 17:30:30.512167+00,2025-11-28 17:38:17.037417+00
88,https://www.zillow.com/homedetails/1431-S-Tripp-Ave-1-Chicago-IL-60623/2055700042_zpid/,2055700042,,,,,"$1,950",4 Beds 1 Baths,,,(847) 585-6088,Miguel,2025-11-28 17:30:30.755544+00,2025-11-28 17:38:18.157944+00
89,https://www.zillow.com/homedetails/4209-S-Indiana-Ave-UNIT-2-Chicago-IL-60653/450794896_zpid/,450794896,,,,,"$1,950",3 Beds 1 Baths,,,(312) 296-0873,Daniela,2025-11-28 17:30:30.919439+00,2025-11-28 17:38:17.195884+00
90,https://www.zillow.com/homedetails/4550-N-Western-Ave-4-Chicago-IL-60625/439980380_zpid/,439980380,,,,,"$1,950",2 Beds 1 Baths,,Urban Abodes,(312) 487-4317,Berthene Christos,2025-11-28 17:30:31.356904+00,2025-11-28 17:38:17.710674+00
91,https://www.zillow.com/apartments/chicago-il/the-ainslie/ChVsmB/,2058851608,"1502 W Ainslie St,  Chicago,  IL 60640",,,,,,,"Honore Properties, LLC",(872) 219-1711,Leasing Agent,2025-11-28 17:30:31.78588+00,2025-11-28 17:38:17.890767+00
92,https://www.zillow.com/homedetails/6110-S-Kimbark-Ave-Chicago-IL-60637/2116646586_zpid/,2116646586,,,,,"$1,950",3 Beds 3 Baths,,,(773) 885-5877,Leonard Searcy,2025-11-28 17:30:32.34432+00,2025-11-28 17:38:18.75008+00
93,https://www.zillow.com/apartments/chicago-il/8234-s-maryland-avenue/5Xd7xg/,2087305518,"8234 S Maryland Ave,  Chicago,  IL 60619",,,,,,,New Heights Realty,(773) 799-9976,,2025-11-28 17:30:32.596579+00,2025-11-28 17:38:34.486573+00
94,https://www.zillow.com/homedetails/3556-W-Wrightwood-Ave-1R-Chicago-IL-60647/2055696948_zpid/,2055696948,,,,,"$1,950",2 Beds 1 Baths,,,(773) 671-5191,ilona Potemkina,2025-11-28 17:30:33.106051+00,2025-11-28 17:38:18.899545+00
95,https://www.zillow.com/apartments/chicago-il/3355-s.-morgan-st./9RxL6h/,2078806281,"3355 S Morgan St,  Chicago,  IL 60608",,,,,,,Open Path Realty LLC,(773) 772-1142,,2025-11-28 17:30:33.26779+00,2025-11-28 17:38:19.396065+00
96,https://www.zillow.com/homedetails/125-S-Leavitt-St-Chicago-IL-60612/2088195105_zpid/,2088195105,,,,,"$1,950",2 Beds 1 Baths,,,(312) 404-6067,Che,2025-11-28 17:30:33.41731+00,2025-11-28 17:38:19.545394+00
97,https://www.zillow.com/homedetails/5632-S-Peoria-St-2-Chicago-IL-60621/456242802_zpid/,456242802,,,,,"$1,950",3 Beds 1 Baths,,,(630) 808-2692,Lamekia Chatman,2025-11-28 17:30:33.702363+00,2025-11-28 17:38:19.947808+00
98,https://www.zillow.com/homedetails/5850-N-Mulligan-Ave-1-Chicago-IL-60646/2056479296_zpid/,2056479296,,,,,"$1,950",3 Beds 1 Baths,,,(872) 328-4893,Sharon Gale,2025-11-28 17:30:34.178332+00,2025-11-28 17:38:20.352606+00
99,https://www.zillow.com/homedetails/5300-S-Shore-Dr-APT-39-Chicago-IL-60615/62016111_zpid/,62016111,,,,,"$1,950",1 Beds 1 Baths,,,(872) 266-4328,Terri Neil,2025-11-28 17:30:34.330086+00,2025-11-28 17:38:20.882077+00
100,https://www.zillow.com/homedetails/1527-W-Sherwin-Ave-APT-2N-Chicago-IL-60626/60260969_zpid/,60260969,,,,,"$1,950",2 Beds 2 Baths,,,(773) 266-2384,Billy Lim,2025-11-28 17:30:34.465596+00,2025-11-28 17:38:20.096507+00
101,https://www.zillow.com/homedetails/3719-N-Newcastle-Ave-Chicago-IL-60634/2078275133_zpid/,2078275133,,,,,"$1,950",2 Beds 1 Baths,,,(630) 390-8721,Czar Properties,2025-11-28 17:30:35.504872+00,2025-11-28 17:38:22.111991+00
102,https://www.zillow.com/homedetails/4956-S-Champlain-Ave-APT-1S-Chicago-IL-60615/80818654_zpid/,80818654,,,,,"$3,250",4 Beds 4 Baths,,Nomad,(720) 918-3640,,2025-11-28 17:30:35.76981+00,2025-11-28 17:38:05.852255+00
